,CODIGO_INFORME_TECNICO,PHEV_AUTO_INTERURB_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,MODELO,AUTOP_PHEV_RURAL_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,FECHA_HOML,HCHO_EMISION_EPA_MGKM,URB_REND_WLTC_KML,PHEV_REND_COMBUSTIBLE_VH_PONDERADO_KML,PESO_BRUTO_VH_KG,POND_PHEV_EMIS_CO2_WLTC_VH_GKM,PHEV_REND_EV_CONSUM_PONDERADO_CD_CARGA_VH_WLTC_WHKM,CO2_VH_GASOL_GLP_GNC_GRKM,COMB_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,EV_PHEV_REND_VH_PONDERADO_KMKWH,URB_AUTOP_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,REND_LOW_H2_KG_100_KM_FCEV_VH_CELDA,NMOG_EMISION_EPA_GKM,AUTOP_PHEV_RURAL_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,TRANSMISION,MIXTO_CO2_VH_GASOL_GLP_GNC_GRKM,PHEV_REND_EV_CONSUM_PONDERADO_CS_MANTEN_CARGA_VH_WLTC_WHKM,MIXTO_REND_COMBUSTIBLE_KML,PHEV_PONDERADO_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,COMB_PHEV_REND_EV_CONSUM_CD_CARGA_VH_WLTC_WHKM,EV_MOTOR_POT_MAX_KW,TIPO_CARROCERIA,CILINDRADA_LTS,CARRETERA_REND_COMBUSTIBLE_KML,REND_HIGHT_H2_KG_100_KM_FCEV_VH_CELDA,ANCHO_VH_MM,EMISION_NPS_KM_EU_KM,REND_EV_PHEV_CD_CONSUM_CARGA_VH_WLTC_KMKWH,CARRETERA_REND_GASOL_VH_GLP_GNC_KML,CIUDAD_REND_COMBUSTIBLE_KML,REND_EV_PHEV_PONDERADO_CS_MANTEN_CARGA_VH_WLTC_CONSUM_KMKWH,NOX_EMISION_EPA_GKM,CO2_PHEV_REND_PONDERADO_VH_GKM,HC_NOX_EMISION_EU_GKM,FOOT_PRINT_MT2,EMIS_NORMA,CIUDAD_REND_GLP_GNC_VH_GASOL_KML,NOX_EMISION_EU_GKM,PHEV_PONDERADO_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,COMB_PHEV_REND_EV_CONSUM_CS_MANTEN_CARGA_VH_WLTC_WHKM,HCHO_EMISION_EU_MGKM,IMPORTADOR,CIUDAD_REND_GASOL_VH_GLP_GNC_KML,CATEGORIA_VH,HC_EMISION_EU_GKM,URB_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,DIST_EJES_MM,COMB_REND_WLTC_KML,AUTOP_REND_RURAL_WLTC_KML,REND_EV_PHEV_CS_MANTEN_CARGA_VH_WLTC_CONSUM_KMKWH,MP_EMISION_MASA_PARTICULAS_EU_GKM,COMB_CS_PHEV_EMIS_CO2_WLTC_VH_GKM,PROPULSION,CARRETERA_REND_GLP_GNC_VH_GASOL_KML,EMIS_CO2_GKM,COMB_CD_PHEV_EMIS_CO2_WLTC_VH_GKM,PHEV_AUTO_INTERURB_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,CO_EMISION_EU_GKM,EV_MOTOR_POT_MAX_KW_1,MIXTO_REND_GASOL_VH_GLP_GNC_KML,CERT,CO2_COMB_GKM,REND_AUTO_INTERURB_WLTC_KML,URB_AUTOP_REND_URBANA_WLTC_KML,MARCA,REND_EV_VH_KMKWH,HCNM_EMISION_EPA_GKM,HCNM_EMISION_EU_GKM,NMOG_NOX_EMISION_EPA,HC_EMISION_EPA_GKM,N2O_EMISION_EPA,URB_AUTOP_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,REND_EV_PHEV_PONDERADO_CD_CONSUM_CARGA_VH_WLTC_KMKWH,URB_PHEV_CS_MANTEN_CARGA_WLTC_VH_CONSUM_COMBUSTIBLE_KML,COMBUSTIBLE,MIXTO_REND_GLP_GNC_VH_GASOL_KML,NMOG_EMISION_EU_GKM,CO_EMISION_EPA_GKM,ART_DS_MTT_ESTD_SUP,MP_EMISION_EPA_MASA_PARTICULAS_GKM,COMB_PHEV_CD_CONSUM_CARGA_WLTC_VH_COMBUSTIBLE_KML,AÑO,CATEGORIA_PROPULSION,TIPO_LDV,REND_EQUIV_KML,EMIS_CO2_EQUIV,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM,RUT,IMP_COD
2059,FN6544E50716M06-2,-,"ft500 2,8 camioneta doble cabina 4p. 4x4 t/m",-,2016-07-21,,-,-,2900.0,-,-,,-,-,-,,,-,M,-,-,11.0,-,-,-,camioneta,2.8,12.7,-,1880,,-,-,9,-,,,0.3116,5.8374,euro 5,-,0.2734,-,-,,dfm s.a.,-,mc3d,,-,3105,,-,-,0.0038,-,combustion,-,240.0,-,-,0.478,-,,C.H. 4449,-,-,-,foton,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,9.57,240.0,0.0,0.0019,0.0,0.0,0.0,0.3116,0.0,0.0,0.1367,0.0,0.239,,
2060,FN6544E50716M07-6,-,"ft500 2,8 camioneta doble cabina 4p. 4x2 t/m",-,2016-07-21,,-,-,2900.0,-,-,,-,-,-,,,-,M,-,-,11.0,-,-,-,camioneta,2.8,12.7,-,1880,,-,-,9,-,,,0.3116,5.8374,euro 5,-,0.2734,-,-,,dfm s.a.,-,mc3d,,-,3105,,-,-,0.0038,-,combustion,-,240.0,-,-,0.478,-,,C.H. 4449,-,-,-,foton,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,9.57,240.0,0.0,0.0019,0.0,0.0,0.0,0.3116,0.0,0.0,0.1367,0.0,0.239,,
2061,FN6544E50716M08-K,-,"ft500 2,8 camioneta cabina simple 4x4 2p. t/m",-,2016-07-21,,-,-,2900.0,-,-,,-,-,-,,,-,M,-,-,11.0,-,-,-,camioneta,2.8,12.7,-,1880,,-,-,9,-,,,0.3116,5.8374,euro 5,-,0.2734,-,-,,dfm s.a.,-,mc3d,,-,3105,,-,-,0.0038,-,combustion,-,240.0,-,-,0.478,-,,C.H. 4449,-,-,-,foton,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,9.57,240.0,0.0,0.0019,0.0,0.0,0.0,0.3116,0.0,0.0,0.1367,0.0,0.239,,
2062,FN6544E50716M09-3,-,"ft500 2,8 camioneta cabina simple 4x2 2p. t/m",-,2016-07-21,,-,-,2900.0,-,-,,-,-,-,,,-,M,-,-,11.0,-,-,-,camioneta,2.8,12.7,-,1880,,-,-,9,-,,,0.3116,5.8374,euro 5,-,0.2734,-,-,,dfm s.a.,-,mc3d,,-,3105,,-,-,0.0038,-,combustion,-,240.0,-,-,0.478,-,,C.H. 4449,-,-,-,foton,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,9.57,240.0,0.0,0.0019,0.0,0.0,0.0,0.3116,0.0,0.0,0.1367,0.0,0.239,,
2063,FN6544E50716M10-3,-,"ft500 2,8 camioneta cabina extendida 4x4 2p. t/m",-,2016-07-21,,-,-,2900.0,-,-,,-,-,-,,,-,M,-,-,11.0,-,-,-,camioneta,2.8,12.7,-,1880,,-,-,9,-,,,0.3116,5.8374,euro 5,-,0.2734,-,-,,dfm s.a.,-,mc3d,,-,3105,,-,-,0.0038,-,combustion,-,240.0,-,-,0.478,-,,C.H. 4449,-,-,-,foton,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,9.57,240.0,0.0,0.0019,0.0,0.0,0.0,0.3116,0.0,0.0,0.1367,0.0,0.239,,
2064,FN6544E50716M11-7,-,"ft500 2,8 camioneta cabina extendida 4x2 2p. t/m",-,2016-07-21,,-,-,2900.0,-,-,,-,-,-,,,-,M,-,-,11.0,-,-,-,camioneta,2.8,12.7,-,1880,,-,-,9,-,,,0.3116,5.8374,euro 5,-,0.2734,-,-,,dfm s.a.,-,mc3d,,-,3105,,-,-,0.0038,-,combustion,-,240.0,-,-,0.478,-,,C.H. 4449,-,-,-,foton,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,9.57,240.0,0.0,0.0019,0.0,0.0,0.0,0.3116,0.0,0.0,0.1367,0.0,0.239,,
2065,TY6550E60316S00-9,-,"prius 1,8 lts. hatchback 5p. t/a vehiculo hibrido electrico",-,2016-04-08,,-,-,1790.0,-,-,,-,-,-,,,-,A,-,-,25.6,-,-,-,hatchback,1.8,20.8,-,1760,,-,-,41.7,-,,,,4.752,euro 6,-,0.0162,-,-,,Toyota Chile SA,-,lph,0.0337,-,2700,,-,-,,-,vehiculos hibridos sin recarga exterior,-,91.0,-,-,0.1311,-,,C.H. 4450,-,-,-,toyota,,,0.0301,,,,-,-,-,gasolina/hibrido,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,hev,liviano,14.73,177.54,0.0,0.0,0.0,0.0,0.01685,0.0,0.0,0.0,0.0081,0.0,0.06555,86.740.500-3,TOYO867405003
2066,CH6548E50316S00-7,-,"cruze 1,4 lts. turbo sedan 4p. t/a otto",-,2016-04-08,,-,-,1788.0,-,-,,-,-,-,,,-,A,-,-,15.0,-,-,-,sedan,1.4,19,-,1807,,-,-,11,-,,,,4.8789,euro 5,-,0.00312,-,-,,General Motors Chile Industria Automotriz Ltda.,-,lpo,0.02756,-,2700,,-,-,,-,combustion,-,158.0,-,-,0.3849,-,,C.H. 4451,-,-,-,chevrolet,,,0.02106,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,15.0,158.0,0.0,0.0,0.0,0.0,0.01378,0.0,0.0,0.0,0.00156,0.0,0.19245,93.515.000-0,GEMO935150000
2067,CH6548E50316S01-0,-,"cruze 1,4 lts. turbo hatchback 5p. t/a otto",-,2016-04-08,,-,-,1775.0,-,-,,-,-,-,,,-,A,-,-,15.0,-,-,-,hatchback,1.4,19,-,1807,,-,-,11,-,,,,4.8789,euro 5,-,0.00312,-,-,,General Motors Chile Industria Automotriz Ltda.,-,lpo,0.02756,-,2700,,-,-,,-,combustion,-,158.0,-,-,0.3849,-,,C.H. 4451,-,-,-,chevrolet,,,0.02106,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,15.0,158.0,0.0,0.0,0.0,0.0,0.01378,0.0,0.0,0.0,0.00156,0.0,0.19245,93.515.000-0,GEMO935150000
2068,CT6540E60216S00-3,-,"c3 1,2 lts. stt hatchback 5p. t/m otto",-,2016-04-13,,-,-,1598.0,-,-,,-,-,-,,,-,M,-,-,20.4,-,-,-,hatchback,1.2,23.3,-,1728,931000000000.0,-,-,16.4,-,,,,4.261248,euro 6,-,0.0179,-,-,,Citroen Chile SPA,-,lpo,0.0382,-,2466,,-,-,0.00113,-,combustion,-,118.0,-,-,0.4596,-,,C.H. 4452,-,-,-,citroen,,,0.0325,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,ice,liviano,20.4,118.0,0.0,0.000565,931000000000.0,0.0,0.0191,0.0,0.0,0.0,0.00895,0.0,0.2298,93.435.000-6,CITR934350006
2069,VL6546E50316S00-8,-,"s60cc t5 awd 2,5 lts. sedan 4p. t/a otto",-,2016-04-13,,-,-,2200.0,-,-,,-,-,-,,,-,A,-,-,11.9,-,-,-,sedan,2.5,14.7,-,1713,,-,-,8.9,-,,,,4.751862,euro 5,-,0.0489,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0364,-,2774,,-,-,,-,combustion,-,196.0,-,-,0.1894,-,,C.H. 4453,-,-,-,volvo,,,0.027100000000000003,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,11.9,196.0,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0,0.02445,0.0,0.0947,96.899.100-0,DITE968991000
2070,MB6528E60216S00-5,-,"glc 250 d 4matic 2,1 lts. station wagon 4p. t/a diesel",-,2016-04-15,,-,-,2500.0,-,-,,-,-,-,,,-,A,-,-,17.9,-,-,-,station wagon,2.1,19.2,-,1890,1580000000.0,-,-,15.6,-,,,0.0672,5.42997,euro 6,-,0.0508,-,-,,Comercial Kaufmann SA,-,lpd,,-,2873,,-,-,0.0007199999999999,-,combustion,-,146.0,-,-,0.219,-,,C.H. 4454,-,-,-,m. benz,,,-,,,,-,-,-,diesel,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,ice,liviano,15.57,146.0,0.0,0.00035999999999995,1580000000.0,0.0,0.0,0.0672,0.0,0.0,0.0254,0.0,0.1095,96.572.360-9,KAUF965723609
2071,MB6528E61216S01-7,-,"glc 250d 4matic coupe 2,1 lts. station wagon 5p. t/a diesel",-,2016-12-01,,-,-,2520.0,-,-,,-,-,-,,,-,A,-,-,17.9,-,-,-,station wagon,2.1,19.2,-,1890,1580000000.0,-,-,15.6,-,,,0.0672,5.42997,euro 6,-,0.0508,-,-,,Comercial Kaufmann SA,-,lpd,,-,2873,,-,-,0.0007199999999999,-,combustion,-,168.0,-,-,0.219,-,,C.H. 4454,-,-,-,m. benz,,,-,,,,-,-,-,diesel,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,ice,liviano,15.57,168.0,0.0,0.00035999999999995,1580000000.0,0.0,0.0,0.0672,0.0,0.0,0.0254,0.0,0.1095,96.572.360-9,KAUF965723609
2072,MB6533E60216S00-2,-,"a200 1,6 lts. hatchback 5p. t/m otto",-,2016-04-15,,-,-,1953.0,-,-,,-,-,-,,,-,M,-,-,16.4,-,-,-,hatchback,1.6,19.6,-,1780,231000000000.0,-,-,12.5,-,,,,4.80422,euro 6,-,0.0128,-,-,,Comercial Kaufmann SA,-,lpo,0.0438,-,2699,,-,-,0.00011,-,combustion,-,142.0,-,-,0.1011,-,,C.H. 4455,-,-,-,m. benz,,,0.038299999999999994,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,ice,liviano,16.4,142.0,0.0,5.5e-05,231000000000.0,0.0,0.0219,0.0,0.0,0.0,0.0064,0.0,0.05055,96.572.360-9,KAUF965723609
2073,NS6538E50216S00-6,-,murano (z52) 3.5 cvt 4x4,-,2016-04-15,,-,-,2300.0,-,-,,-,-,-,,,-,A,-,-,9.7,-,-,-,station wagon,3.5,13.2,-,1916,,-,-,7.6,-,,,,5.4127,euro 5,-,0.0034,-,-,,Nissan Chile SPA,-,lpo,0.0252,-,2825,,-,-,,-,combustion,-,226.0,-,-,0.346,-,,C.H. 4456,-,-,-,nissan,,,0.0223,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,9.7,226.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0017,0.0,0.173,76.390.989-1,NISS763909891
2074,LX6527E50216S00-6,-,"gs-f 5,0 lts. sedan 4p. t/a otto",-,2016-04-15,,-,-,2320.0,-,-,,-,-,-,,,-,A,-,-,9.0,-,-,-,sedan,5,12.6,-,1845,,-,-,6,-,,,,5.25825,euro 5,-,0.00464,-,-,,Toyota Chile SA,-,lpo,0.0334099999999999,-,2850,,-,-,,-,combustion,-,266.0,-,-,0.0321,-,,C.H. 4457,-,-,-,lexus,,,0.030879999999999998,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,9.0,266.0,0.0,0.0,0.0,0.0,0.01670499999999995,0.0,0.0,0.0,0.00232,0.0,0.01605,86.740.500-3,TOYO867405003
2075,MB6552E60316S00-5,-,"c300 2,0 lts. coupe 2p. t/a otto",-,2016-04-29,,-,-,2045.0,-,-,,-,-,-,,,-,A,-,-,14.9,-,-,-,coupe,2,17.5,-,1810,320000000000.0,-,-,11.5,-,,,,5.1404,euro 6,-,0.0143,-,-,,Comercial Kaufmann SA,-,lpo,0.0347,-,2840,,-,-,0.00033,-,combustion,-,156.0,-,-,0.208,-,,C.H. 4458,-,-,-,m. benz,,,0.0293,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,ice,liviano,14.9,156.0,0.0,0.000165,320000000000.0,0.0,0.01735,0.0,0.0,0.0,0.00715,0.0,0.104,96.572.360-9,KAUF965723609
2076,MB6552E60316S01-9,-,"c300 2,0 lts. sedan 4p. t/a otto",-,2016-04-29,,-,-,2085.0,-,-,,-,-,-,,,-,A,-,-,14.9,-,-,-,sedan,2,17.5,-,1810,320000000000.0,-,-,11.5,-,,,,5.1404,euro 6,-,0.0143,-,-,,Comercial Kaufmann SA,-,lpo,0.0347,-,2840,,-,-,0.00033,-,combustion,-,156.0,-,-,0.208,-,,C.H. 4458,-,-,-,m. benz,,,0.0293,,,,-,-,-,gasolina,-,,,"Artículo 4° Nonies, D.S. 211/91 Ministerio de Transportes y Telecomunicaciones (Estándar Superior)",,-,2016,ice,liviano,14.9,156.0,0.0,0.000165,320000000000.0,0.0,0.01735,0.0,0.0,0.0,0.00715,0.0,0.104,96.572.360-9,KAUF965723609
2077,VL6535E50216S00-9,-,"s60 t6 awd 2,0 lts. sedan 4p. t/a otto",-,2016-06-06,,-,-,2070.0,-,-,,-,-,-,,,-,A,-,-,13.5,-,-,-,sedan,2,16.7,-,2097,1600000000000.0,-,-,10.3,-,,,,5.821272,euro 5,-,0.023,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0527,-,2776,,-,-,0.001,-,combustion,-,226.0,-,-,0.3768,-,,C.H. 4459,-,-,-,volvo,,,0.0431,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,13.5,226.0,0.0,0.0005,1600000000000.0,0.0,0.02635,0.0,0.0,0.0,0.0115,0.0,0.1884,96.899.100-0,DITE968991000
2078,MB6555E60316M00-K,-,"gls 350d 4matic 3,0 lts. station wagon 5p. 4x4 t/a diesel",-,2016-04-21,,-,-,3250.0,-,-,,-,-,-,,,-,A,-,-,13.2,-,-,-,station wagon,3,13.9,-,1934,109000000000.0,-,-,12.2,-,,,0.0994,5.94705,euro 6,-,0.0683,-,-,,Comercial Kaufmann SA,-,mc3d,,-,3075,,-,-,0.00125,-,combustion,-,199.0,-,-,0.362,-,,C.H. 4460,-,-,-,m. benz,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,mediano,11.48,199.0,0.0,0.000625,109000000000.0,0.0,0.0,0.0994,0.0,0.0,0.03415,0.0,0.181,96.572.360-9,KAUF965723609
2079,PO6568E50316S00-8,-,"macan s 3,0 lts. station wagon 5p. t/a diesel",-,2016-04-22,,-,-,2575.0,-,-,,-,-,-,,,-,A,-,-,16.4,-,-,-,station wagon,3,17.5,-,1624,100000000.0,-,-,14.9,-,,,0.1931,4.558568,euro 5,-,0.1679,-,-,,Comercializadora Ditec Automóviles SA,-,lpd,,-,2807,,-,-,9e-05,-,combustion,-,160.0,-,-,0.218,-,,C.H. 4461,-,-,-,porsche,,,-,,,,-,-,-,diesel,-,,,,,-,2016,ice,liviano,14.27,160.0,0.0,4.5e-05,100000000.0,0.0,0.0,0.1931,0.0,0.0,0.08395,0.0,0.109,96.899.100-0,DITE968991000
2080,PR6501E50116S00-6,-,"preve 1,6 lts. sedan 4p. t/a otto",-,2016-04-21,,-,-,1731.0,-,-,,-,-,-,,,-,A,-,-,11.0,-,-,-,sedan,1.6,13.6,-,1786,,-,-,8.4,-,,,,4.7329,euro 5,-,0.00928,-,-,,Comercial Motores de los Andes SPA,-,lpo,0.06338,-,2650,,-,-,,-,combustion,-,213.0,-,-,0.55545,-,,C.H. 4462,-,-,-,proton,,,0.05584,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,11.0,213.0,0.0,0.0,0.0,0.0,0.03169,0.0,0.0,0.0,0.00464,0.0,0.277725,76.005.909-9,ANDE760059099
2081,PR6501E50116S01-K,-,"preve 1,6 lts. hatchback 5p. t/a otto",-,2016-04-21,,-,-,1753.0,-,-,,-,-,-,,,-,A,-,-,11.0,-,-,-,hatchback,1.6,13.6,-,1700,,-,-,8.4,-,,,,4.505,euro 5,-,0.00928,-,-,,Comercial Motores de los Andes SPA,-,lpo,0.06338,-,2650,,-,-,,-,combustion,-,213.0,-,-,0.55545,-,,C.H. 4462,-,-,-,proton,,,0.05584,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,11.0,213.0,0.0,0.0,0.0,0.0,0.03169,0.0,0.0,0.0,0.00464,0.0,0.277725,76.005.909-9,ANDE760059099
2082,PO6553E50316S00-6,-,"911 carrera s 3,0 lts. cabriolet 2p. t/a motor otto",-,2016-04-22,,-,-,1965.0,-,-,,-,-,-,,,-,A,-,-,13.0,-,-,-,cabriolet,3,15.4,-,1808,,-,-,10.2,-,,,,4.4296,euro 5,-,0.0243,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0574,-,2450,,-,-,0.00027,-,combustion,-,181.0,-,-,0.2468,-,,C.H. 4463,-,-,-,porsche,,,0.0475,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,13.0,181.0,0.0,0.000135,0.0,0.0,0.0287,0.0,0.0,0.0,0.01215,0.0,0.1234,96.899.100-0,DITE968991000
2083,PO6553E50316S01-K,-,"911 carrera s 3,0 lts. coupe 2p. t/a motor otto",-,2016-04-22,,-,-,1915.0,-,-,,-,-,-,,,-,A,-,-,13.2,-,-,-,coupe,3,15.9,-,1808,,-,-,10.3,-,,,,4.068,euro 5,-,0.0243,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0574,-,2250,,-,-,0.00027,-,combustion,-,181.0,-,-,0.2468,-,,C.H. 4463,-,-,-,porsche,,,0.0475,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,13.2,181.0,0.0,0.000135,0.0,0.0,0.0287,0.0,0.0,0.0,0.01215,0.0,0.1234,96.899.100-0,DITE968991000
2084,PO6553E50316S02-3,-,"911 carrera 4s 3,0 lts. cabriolet 2p. t/a 4x4 motor otto",-,2016-04-22,,-,-,2015.0,-,-,,-,-,-,,,-,A,-,-,12.7,-,-,-,cabriolet,3,14.9,-,1852,,-,-,9.8,-,,,,4.5374,euro 5,-,0.0243,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0574,-,2450,,-,-,0.00027,-,combustion,-,181.0,-,-,0.2468,-,,C.H. 4463,-,-,-,porsche,,,0.0475,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,12.7,181.0,0.0,0.000135,0.0,0.0,0.0287,0.0,0.0,0.0,0.01215,0.0,0.1234,96.899.100-0,DITE968991000
2085,PO6553E50316S03-7,-,"911 carrera 4s 3,0 lts. coupe 2p. t/a 4x4 motor otto",-,2016-04-22,,-,-,1965.0,-,-,,-,-,-,,,-,A,-,-,12.8,-,-,-,coupe,3,15.2,-,1852,,-,-,10.1,-,,,,4.5374,euro 5,-,0.0243,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0574,-,2450,,-,-,0.00027,-,combustion,-,181.0,-,-,0.2468,-,,C.H. 4463,-,-,-,porsche,,,0.0475,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,12.8,181.0,0.0,0.000135,0.0,0.0,0.0287,0.0,0.0,0.0,0.01215,0.0,0.1234,96.899.100-0,DITE968991000
2086,RN6565E50316S00-1,-,"koleos 2,5 lts. station wagon 5p. t/a 4x4 otto",-,2016-04-25,,-,-,2157.0,-,-,,-,-,-,,,-,A,-,-,12.1,-,-,-,station wagon,2.5,14.7,-,2080,,-,-,9.3,-,,,,5.616,euro 5,-,0.00424,-,-,,derco s.a,-,lpo,0.04095,-,2700,,-,-,,-,combustion,-,196.0,-,-,0.37643,-,,C.H. 4464,-,-,-,renault,,,0.038810000000000004,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,12.1,196.0,0.0,0.0,0.0,0.0,0.020475,0.0,0.0,0.0,0.00212,0.0,0.188215,,
2087,RN6565E50316S01-5,-,"koleos 2,5 lts. station wagon 5p. t/a 4x2 otto",-,2016-04-25,,-,-,2101.0,-,-,,-,-,-,,,-,A,-,-,12.1,-,-,-,station wagon,2.5,14.7,-,2080,,-,-,9.3,-,,,,5.616,euro 5,-,0.00424,-,-,,derco s.a,-,lpo,0.04095,-,2700,,-,-,,-,combustion,-,196.0,-,-,0.37643,-,,C.H. 4464,-,-,-,renault,,,0.038810000000000004,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,12.1,196.0,0.0,0.0,0.0,0.0,0.020475,0.0,0.0,0.0,0.00212,0.0,0.188215,,
2088,PO6569E50316S00-3,-,"macan r4 2,0 lts. station wagon 5p. t/a otto",-,2016-04-26,,-,-,2445.0,-,-,,-,-,-,,,-,A,-,-,13.9,-,-,-,station wagon,2,15.6,-,1624,,-,-,11.9,-,,,,4.558568,euro 5,-,0.0248,-,-,,Comercializadora Ditec Automóviles SA,-,lpo,0.0195,-,2807,,-,-,0.0004199999999999,-,combustion,-,173.0,-,-,0.191,-,,C.H. 4465,-,-,-,porsche,,,0.016,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,13.9,173.0,0.0,0.00020999999999995,0.0,0.0,0.00975,0.0,0.0,0.0,0.0124,0.0,0.0955,96.899.100-0,DITE968991000
2089,SZ6578E50316S00-6,-,"baleno 1,4 lts. hatchback 5p. t/a otto",-,2016-04-25,,-,-,1405.0,-,-,,-,-,-,,,-,A,-,-,17.4,-,-,-,hatchback,1.4,21,-,1745,,-,-,13.5,-,,,,4.3974,euro 5,-,0.00312,-,-,,derco s.p.a.,-,lpo,0.04843,-,2520,,-,-,,-,combustion,-,136.0,-,-,0.666,-,,C.H. 4466,-,-,-,suzuki,,,0.04531,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,17.4,136.0,0.0,0.0,0.0,0.0,0.024215,0.0,0.0,0.0,0.00156,0.0,0.333,,
2090,SZ6575E50316S00-K,-,"baleno 1,4 lts. hatchback 5p. t/m otto",-,2016-04-25,,-,-,1405.0,-,-,,-,-,-,,,-,M,-,-,18.5,-,-,-,hatchback,1.4,22,-,1745,,-,-,14.6,-,,,,4.3974,euro 5,-,0.00416,-,-,,derco s.p.a.,-,lpo,0.0598,-,2520,,-,-,,-,combustion,-,127.0,-,-,0.792,-,,C.H. 4467,-,-,-,suzuki,,,0.0572,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,18.5,127.0,0.0,0.0,0.0,0.0,0.0299,0.0,0.0,0.0,0.00208,0.0,0.396,,
2091,FN6566E50316S00-6,-,"midi truck 1,3 lts. pick up 2p. t/m otto",-,2016-04-28,,-,-,2545.0,-,-,,-,-,-,,,-,M,-,-,12.9,-,-,-,camioneta,1.3,15.2,-,1650,,-,-,10.2,-,,,,5.0655,euro 5,-,0.01992,-,-,,dfmc s.p.a.,-,cc2o,0.07722,-,3070,,-,-,,-,combustion,-,184.0,-,-,1.23668,-,,C.H. 4468,-,-,-,foton,,,0.06942,,,,-,-,-,gasolina,-,,,,,-,2016,ice,liviano,12.9,184.0,0.0,0.0,0.0,0.0,0.03861,0.0,0.0,0.0,0.00996,0.0,0.61834,,
